166105 信达增利 深证基金   xdzl
150149 医药800B 深证基金   yy800B
150150 有色800A 深证基金   ys800A
150151 有色800B 深证基金   ys800B
150152 创业板A 深证基金   cybA
150153 创业板B 深证基金   cybB
150154 惠丰B 深证基金   hfB
150156 中银互B 深证基金   zyhB
150157 金融A 深证基金   jrA
150158 金融B 深证基金   jrB
150160 通福B 深证基金   tfB
150161 惠鑫B 深证基金   hxB
150164 可转债A 深证基金   kzzA
150165 可转债B 深证基金   kzzB
150167 银华300A 深证基金   yh300A
150168 银华300B 深证基金   yh300B
150169 恒生A 深证基金   hsA
150170 恒生B 深证基金   hsB
150171 申万证券A 深证基金   swzqA
150172 申万证券B 深证基金   swzqB
150173 TMT中证A 深证基金   TMTzzA
150174 TMT中证B 深证基金   TMTzzB
150175 H股A 深证基金   HgA
150176 H股B 深证基金   HgB
150177 证保A 深证基金   zbA
150178 证保B 深证基金   zbB
150179 信息A 深证基金   xxA
150180 信息B 深证基金   xxB
150181 军工A 深证基金   jgA
150182 军工B 深证基金   jgB
150184 环保A 深证基金   hbA
150185 环保B 深证基金   hbB
150186 SW军工A 深证基金   SWjgA
150187 SW军工B 深证基金   SWjgB
150188 转债优先 深证基金   zzyx
150189 转债进取 深证基金   zzjq
150190 NCF环保A 深证基金   NCFhbA
150191 NCF环保B 深证基金   NCFhbB
150192 地产A 深证基金   dcA
150193 地产B 深证基金   dcB
150194 互联网A 深证基金   hlwA
150195 互联网B 深证基金   hlwB
150196 有色A 深证基金   ysA
150197 有色B 深证基金   ysB
150198 食品A 深证基金   spA
150199 食品B 深证基金   spB
150200 券商A 深证基金   qsA
150201 券商B 深证基金   qsB
150203 传媒A 深证基金   cmA
150204 传媒B 深证基金   cmB
150205 国防A 深证基金   gfA
150206 国防B 深证基金   gfB
150207 300地产A 深证基金   300dcA
150208 300地产B 深证基金   300dcB
150209 国企改A 深证基金   gqgA
150210 国企改B 深证基金   gqgB
150211 新能车A 深证基金   xncA
150212 新能车B 深证基金   xncB
150213 国投创A 深证基金   gtcA
150214 国投创B 深证基金   gtcB
150215 TMTA 深证基金   TMTA
150216 TMTB 深证基金   TMTB
150217 新能源A 深证基金   xnyA
150218 新能源B 深证基金   xnyB
150219 健康A 深证基金   jkA
150220 健康B 深证基金   jkB
150221 中航军A 深证基金   zhjA
150222 中航军B 深证基金   zhjB
150223 FG证券A 深证基金   FGzqA
150224 FG证券B 深证基金   FGzqB
150225 证保A级 深证基金   zbAj
150226 证保B级 深证基金   zbBj
150227 鹏华银行A 深证基金   phyxA
150228 鹏华银行B 深证基金   phyxB
150229 酒A 深证基金   jA
150230 酒B 深证基金   jB
150231 电子A 深证基金   dzA
150232 电子B 深证基金   dzB
150233 传媒业A 深证基金   cmyA
150234 传媒业B 深证基金   cmyB
150235 券商A级 深证基金   qsAj
150236 券商B级 深证基金   qsBj
150237 环保A级 深证基金   hbAj
150238 环保B级 深证基金   hbBj
150241 银行A级 深证基金   yxAj
150242 银行B级 深证基金   yxBj
150243 创业A 深证基金   cyA
150244 创业B 深证基金   cyB
150245 互联A 深证基金   hlA
150246 互联B 深证基金   hlB
150247 传媒A级 深证基金   cmAj
150248 传媒B级 深证基金   cmBj
150249 银行A端 深证基金   yxAd
150250 银行B端 深证基金   yxBd
150251 煤炭A 深证基金   mtA
150252 煤炭B 深证基金   mtB
150255 银行业A 深证基金   yxyA
150256 银行业B 深证基金   yxyB
150257 生物A 深证基金   swA
150258 生物B 深证基金   swB
150259 重组A 深证基金   zzA
150260 重组B 深证基金   zzB
150261 医疗A 深证基金   ylA
150262 医疗B 深证基金   ylB
150263 1000A 深证基金   1000A
150264 1000B 深证基金   1000B
150265 一带A 深证基金   ydA
150266 一带B 深证基金   ydB
150267 银行A类 深证基金   yxAl
150268 银行B类 深证基金   yxBl
150269 白酒A 深证基金   bjA
150270 白酒B 深证基金   bjB
150271 生物药A 深证基金   swyA
150272 生物药B 深证基金   swyB
150273 带路A 深证基金   dlA
150274 带路B 深证基金   dlB
150275 一带一A 深证基金   ydyA
150276 一带一B 深证基金   ydyB
150277 高铁A 深证基金   gtA
150278 高铁B 深证基金   gtB
150279 新能A 深证基金   xnA
150280 新能B 深证基金   xnB
150281 金融地A 深证基金   jrdA
150282 金融地B 深证基金   jrdB
150283 SW医药A 深证基金   SWyyA
150284 SW医药B 深证基金   SWyyB
150287 钢铁A 深证基金   gtA
150288 钢铁B 深证基金   gtB
150289 煤炭A级 深证基金   mtAj
150290 煤炭B级 深证基金   mtBj
150291 银行A份 深证基金   yxAf
150292 银行B份 深证基金   yxBf
150293 高铁A级 深证基金   gtAj
150294 高铁B级 深证基金   gtBj
150295 改革A 深证基金   ggA
150296 改革B 深证基金   ggB
150297 互联A级 深证基金   hlAj
150298 互联B级 深证基金   hlBj
150299 银行股A 深证基金   yxgA
150300 银行股B 深证基金   yxgB
150301 证券股A 深证基金   zqgA
150302 证券股B 深证基金   zqgB
150303 创业50A 深证基金   cy50A
150304 创业50B 深证基金   cy50B
150305 养老A 深证基金   ylA
150306 养老B 深证基金   ylB
150307 体育A 深证基金   tyA
150308 体育B 深证基金   tyB
150309 信息安A 深证基金   xxaA
150310 信息安B 深证基金   xxaB
150311 智能A 深证基金   znA
150312 智能B 深证基金   znB
150315 工业4A 深证基金   gy4A
150316 工业4B 深证基金   gy4B
150317 E金融A 深证基金   EjrA
150318 E金融B 深证基金   EjrB
150321 煤炭A基 深证基金   mtAj
150322 煤炭B基 深证基金   mtBj
150323 环保A端 深证基金   hbAd
150324 环保B端 深证基金   hbBd
150325 高铁A端 深证基金   gtAd
150326 高铁B端 深证基金   gtBd
150327 新能A级 深证基金   xnAj
150328 新能B级 深证基金   xnBj
150329 保险A 深证基金   bxA
150330 保险B 深证基金   bxB
150331 网金融A 深证基金   wjrA
150332 网金融B 深证基金   wjrB
150335 军工股A 深证基金   jggA
150336 军工股B 深证基金   jggB
150343 证券A端 深证基金   zqAd
150344 证券B端 深证基金   zqBd
159001 保证金 深证基金   bzj
159003 招商快线 深证基金   zskx
159005 添富快钱 深证基金   tfkq
159900 申赎现金 深证基金   ssxj
159901 深100ETF 深证基金   s100ETF
159902 中小板 深证基金   zxb
159903 深成ETF 深证基金   scETF
159905 深红利 深证基金   shl
159906 深成长 深证基金   scc
159907 中小300 深证基金   zx300
159908 深F200 深证基金   sF200
159909 深TMT 深证基金   sTMT
159910 深F120 深证基金   sF120
159911 民营ETF 深证基金   myETF
159912 深300ETF 深证基金   s300ETF
159913 深价值 深证基金   sjz
159915 创业板 深证基金   cyb
159916 深F60 深证基金   sF60
159917 中小成长 深证基金   zxcc
159918 中创400 深证基金   zc400
159919 300ETF 深证基金   300ETF
159920 恒生ETF 深证基金   hsETF
159921 中小等权 深证基金   zxdq
159922 500ETF 深证基金   500ETF
159923 100ETF 深证基金   100ETF
159924 300等权 深证基金   300dq
159925 南方300 深证基金   nf300
159926 国债ETF 深证基金   gzETF
159927 A300ETF 深证基金   A300ETF
159928 消费ETF 深证基金   xfETF
159929 医药ETF 深证基金   yyETF
159930 能源ETF 深证基金   nyETF
159931 金融ETF 深证基金   jrETF
159932 500深ETF 深证基金   500sETF
159933 金地ETF 深证基金   jdETF
159934 黄金ETF 深证基金   hjETF
159935 景顺500 深证基金   js500
159936 可选消费 深证基金   kxxf
159937 博时黄金 深证基金   bshj
159938 广发医药 深证基金   gfyy
159939 信息技术 深证基金   xxjz
159940 全指金融 深证基金   qzjr
159941 纳指100 深证基金   nz100
159942 中创100 深证基金   zc100
159943 深证ETF 深证基金   szETF
159944 全指材料 深证基金   qzcl
159945 全指能源 深证基金   qzny
159946 全指消费 深证基金   qzxf
160105 南方积配 深证基金   nfjp
160106 南方高增 深证基金   nfgz
160119 南方500 深证基金   nf500
160123 南方50债 深证基金   nf50z
160125 南方香港 深证基金   nfxg
160128 南方金利 深证基金   nfjl
160130 南方永利 深证基金   nfyl
160131 南方聚利 深证基金   nfjl
160133 南方天元 深证基金   nfty
160211 国泰小盘 深证基金   gtxp
160212 国泰估值 深证基金   gtgz
160215 国泰价值 深证基金   gtjz
160216 国泰商品 深证基金   gtsp
160220 国泰淘新 深证基金   gttx
160311 华夏蓝筹 深证基金   hxlc
160314 华夏行业 深证基金   hxxy
160415 华安S300 深证基金   haS300
160416 石油基金 深证基金   syjj
160505 博时主题 深证基金   bszt
160512 博时卓越 深证基金   bszy
160513 稳健债A 深证基金   wjzA
160515 安丰18 深证基金   af18
160607 鹏华价值 深证基金   phjz
160610 鹏华动力 深证基金   phdl
160611 鹏华治理 深证基金   phzl
160613 鹏华创新 深证基金   phcx
160615 鹏华300 深证基金   ph300
160616 鹏华500 深证基金   ph500
160617 鹏华丰润 深证基金   phfr
160618 鹏华丰泽 深证基金   phfz
160621 中小企债 深证基金   zxqz
160706 嘉实300 深证基金   js300
160716 嘉实50 深证基金   js50
160717 嘉实恒生 深证基金   jshs
160719 嘉实黄金 深证基金   jshj
160720 中期企债 深证基金   zqqz
160805 长盛同智 深证基金   cstz
160806 长盛同庆 深证基金   cstq
160807 长盛300 深证基金   cs300
160810 长盛同丰 深证基金   cstf
160812 长盛同益 深证基金   csty
160813 长盛同盛 深证基金   csts
160910 大成创新 深证基金   dccx
160915 大成景丰 深证基金   dcjf
160916 优选LOF 深证基金   yxLOF
160918 大成小盘 深证基金   dcxp
160919 大成产业 深证基金   dccy
161005 富国天惠 深证基金   fgth
161010 富国天丰 深证基金   fgtf
161015 富国天盈 深证基金   fgty
161017 富国500 深证基金   fg500
161019 富国天锋 深证基金   fgtf
161033 智能汽车 深证基金   znqc
161115 易基岁丰 深证基金   yjsf
161116 易基黄金 深证基金   yjhj
161117 易基永旭 深证基金   yjyx
161119 易基综债 深证基金   yjzz
161210 国投全球 深证基金   gtqq
161211 国投金融 深证基金   gtjr
161213 国投消费 深证基金   gtxf
161216 双债A 深证基金   szA
161217 国投资源 深证基金   gtzy
161219 国投产业 深证基金   gtcy
161222 国投瑞利 深证基金   gtrl
161224 国投丝路 深证基金   gtsl
161225 国投瑞盈 深证基金   gtry
161226 白银基金 深证基金   byjj
161227 深证100 深证基金   sz100
161229 国投中国 深证基金   gtzg
161230 丰利A类 深证基金   flAl
161505 银河通利 深证基金   yhtl
161607 融通巨潮 深证基金   rtjc
161610 融通领先 深证基金   rtlx
161614 融通添利 深证基金   rttl
161706 招商成长 深证基金   zscc
161713 招商信用 深证基金   zsxy
161714 招商标普金砖四国指数 深证基金   zsbpjzsgzs
161716 招商双债 深证基金   zssz
161722 招商丰泰 深证基金   zsft
161810 银华内需 深证基金   yhnx
161811 银华300 深证基金   yh300
161813 银华信用 深证基金   yhxy
161815 银华通胀 深证基金   yhtz
161820 银华纯债 深证基金   yhcz
161821 银华50A 深证基金   yh50A
161823 银华永兴 深证基金   yhyx
161831 银华H股 深证基金   yhHg
161903 万家优选 深证基金   wjyx
161907 万家红利 深证基金   wjhl
161908 万家添利 深证基金   wjtl
161911 万家强债 深证基金   wjqz
162006 长城久富 深证基金   ccjf
162105 持久增利 深证基金   cjzl
162108 元盛债券 深证基金   yszq
162207 泰达效率 深证基金   tdxl
162307 海富100 深证基金   hf100
162308 海富增利 深证基金   hfzl
162411 华宝油气 深证基金   hbyq
162414 新机遇 深证基金   xjy
162415 美国消费 深证基金   mgxf
162510 国安双力 深证基金   gasl
162605 景顺鼎益 深证基金   jsdy
162607 景顺资源 深证基金   jszy
162703 广发小盘 深证基金   gfxp
162711 广发500L 深证基金   gf500L
162712 广发聚利 深证基金   gfjl
162715 广发聚源 深证基金   gfjy
163001 长信100 深证基金   cx100
163005 长信利众 深证基金   cxlz
163110 申万量化 深证基金   swlh
163112 申万债券 深证基金   swzq
163208 诺安油气 深证基金   nayq
163210 诺安纯债 深证基金   nacz
163302 大摩资源 深证基金   dmzy
163402 兴全趋势 深证基金   xqqs
163407 兴全300 深证基金   xq300
163409 兴全绿色 深证基金   xqls
163412 兴全轻资 深证基金   xqqz
163415 兴全模式 深证基金   xqms
163503 天治核心 深证基金   tzhx
163801 中银中国 深证基金   zyzg
163819 中银信用 深证基金   zyxy
163821 中银300E 深证基金   zy300E
163824 中银盛利 深证基金   zysl
163827 中银产债 深证基金   zycz
163907 中海惠裕 深证基金   zhhy
164105 华富强债 深证基金   hfqz
164205 天弘深成 深证基金   thsc
164206 天弘添利 深证基金   thtl
164208 天弘丰利 深证基金   thfl
164606 信用增利 深证基金   xyzl
164701 添富贵金 深证基金   tfgj
164702 添富季红 深证基金   tfjh
164705 添富恒生 深证基金   tfhs
164808 工银四季 深证基金   gysj
164810 工银纯债 深证基金   gycz
164812 工银增利 深证基金   gyzl
164814 工银双债 深证基金   gysz
164815 工银资源 深证基金   gyzy
164902 交银添利 深证基金   jytl
164906 中国互联 深证基金   zghl
165309 建信300 深证基金   jx300
165311 建信信用 深证基金   jxxy
165313 建信优势 深证基金   jxys
165508 信诚深度 深证基金   xcsd
165509 信诚增强 深证基金   xczq
165510 信诚四国 深证基金   xcsg
165512 信诚机遇 深证基金   xcjy
165513 信诚商品 深证基金   xcsp
165516 信诚周期 深证基金   xczq
165517 信诚双盈 深证基金   xcsy
165705 诺德双翼 深证基金   ndsy
165806 东吴100 深证基金   dw100
166001 中欧趋势 深证基金   zoqs
166006 中欧成长 深证基金   zocc
166007 中欧300 深证基金   zo300
166008 中欧强债 深证基金   zoqz
166009 中欧动力 深证基金   zodl
166011 中欧盛世 深证基金   zoss
166012 中欧信用 深证基金   zoxy
166016 中欧纯债 深证基金   zocz
166105 信达增利 深证基金   xdzl
166401 浦银增利 深证基金   pyzl
166902 民生增利 深证基金   mszl
166904 民生添利 深证基金   mstl
167501 安信宝利 深证基金   axbl
167901 华宸300 深证基金   hc300
168101 九泰锐智 深证基金   jtrz
168102 九泰锐富 深证基金   jtrf
169101 东证睿丰 深证基金   dzrf
169102 东证睿阳 深证基金   dzry
184688 基金开元 深证基金   jjky
184689 基金普惠 深证基金   jjph
184690 基金同益 深证基金   jjty
184691 基金景宏 深证基金   jjjh
184692 基金裕隆 深证基金   jjyl
184693 基金普丰 深证基金   jjpf
184698 基金天元 深证基金   jjty
184699 基金同盛 深证基金   jjts
184701 基金景福 深证基金   jjjf
184703 基金金盛 深证基金   jjjs
184705 基金裕泽 深证基金   jjyz
184706 基金天华 深证基金   jjth
184721 基金丰和 深证基金   jjfh
184722 基金久嘉 深证基金   jjjj
184728 基金鸿阳 深证基金   jjhy
184801 鹏华前海 深证基金   phqh
200002 万科B 深证B股   wkB
200003 PT金田B 深证B股   PTjtB
200011 深物业B 深证B股   swyB
200012 南玻B 深证B股   nbB
200013 *ST石化B 深证B股   STshB
200015 PT中浩B 深证B股   PTzhB
200016 深康佳B 深证B股   skjB
200017 深中华B 深证B股   szhB
200018 神州B 深证B股   szB
200019 深深宝B 深证B股   ssbB
200020 深华发B 深证B股   shfB
200022 深赤湾B 深证B股   scwB
200024 招商局B 深证B股   zsjB
200025 特力B 深证B股   tlB
200026 飞亚达B 深证B股   fydB
200028 一致B 深证B股   yzB
200029 深深房B 深证B股   ssfB
200030 富奥B 深证B股   faB
200037 *ST南电B 深证B股   STndB
200039 中集B 深证B股   zjB
200041 *ST本实B 深证B股   STbsB
200045 深纺织B 深证B股   sfzB
200053 深基地B 深证B股   sjdB
200054 建摩B 深证B股   jmB
200055 方大B 深证B股   fdB
200056 皇庭B 深证B股   htB
200057 *ST大洋B 深证B股   STdyB
200058 深赛格B 深证B股   ssgB
200152 山航B 深证B股   shB
200160 南江B 深证B股   njB
200168 雷伊B 深证B股   lyB
200413 东旭B 深证B股   dxB
200418 小天鹅B 深证B股   xteB
200429 粤高速B 深证B股   ygsB
200468 *ST宁通B 深证B股   STntB
200488 晨鸣B 深证B股   cmB
200505 *ST珠江B 深证B股   STzjB
200512 闽灿坤B 深证B股   mckB
200513 丽珠B 深证B股   lzB
200521 皖美菱B 深证B股   wmlB
200530 大冷B 深证B股   dlB
200539 粤电力B 深证B股   ydlB
200541 粤照明B 深证B股   yzmB
200550 江铃B 深证B股   jlB
200553 沙隆达B 深证B股   sldB
200570 苏常柴B 深证B股   sccB
200581 苏威孚B 深证B股   swfB
200596 古井贡B 深证B股   gjgB
200613 大东海B 深证B股   ddhB
200625 长安B 深证B股   caB
200706 *ST瓦轴B 深证B股   STwzB
200725 京东方B 深证B股   jdfB
200726 鲁泰B 深证B股   ltB
200761 本钢板B 深证B股   bgbB
200770 武锅B退 深证B股   wgBt
200771 杭汽轮B 深证B股   hqlB
200869 张裕B 深证B股   zyB
200986 粤华包B 深证B股   yhbB
200992 中鲁B 深证B股   zlB
300001 特锐德 深证A股 创业板  trd
300002 神州泰岳 深证A股 创业板  szty
300003 乐普医疗 深证A股 创业板  lpyl
300004 南风股份 深证A股 创业板  nfgf
300005 探路者 深证A股 创业板  tlz
300006 莱美药业 深证A股 创业板  lmyy
300007 汉威电子 深证A股 创业板  hwdz
300008 上海佳豪 深证A股 创业板  shjh
300009 安科生物 深证A股 创业板  aksw
300010 立思辰 深证A股 创业板  lsc
300011 鼎汉技术 深证A股 创业板  dhjz
300012 华测检测 深证A股 创业板  hcjc
300013 新宁物流 深证A股 创业板  xnwl
300014 亿纬锂能 深证A股 创业板  ywln
300015 爱尔眼科 深证A股 创业板  aeyk
300016 北陆药业 深证A股 创业板  blyy
300017 网宿科技 深证A股 创业板  wskj
300018 中元华电 深证A股 创业板  zyhd
300019 硅宝科技 深证A股 创业板  gbkj
300020 银江股份 深证A股 创业板  yjgf
300021 大禹节水 深证A股 创业板  dyjs
300022 吉峰农机 深证A股 创业板  jfnj
300023 宝德股份 深证A股 创业板  bdgf
300024 机器人 深证A股 创业板  jqr
300025 华星创业 深证A股 创业板  hxcy
300026 红日药业 深证A股 创业板  hryy
300027 华谊兄弟 深证A股 创业板  hyxd
300028 金亚科技 深证A股 创业板  jykj
300029 天龙光电 深证A股 创业板  tlgd
300030 阳普医疗 深证A股 创业板  ypyl
300031 宝通科技 深证A股 创业板  btkj
300032 金龙机电 深证A股 创业板  jljd
300033 同花顺 深证A股 创业板  ths
300034 钢研高纳 深证A股 创业板  gygn
300035 中科电气 深证A股 创业板  zkdq
300036 超图软件 深证A股 创业板  ctrj
300037 新宙邦 深证A股 创业板  xzb
300038 梅泰诺 深证A股 创业板  mtn
300039 上海凯宝 深证A股 创业板  shkb
300040 九洲电气 深证A股 创业板  jzdq
300041 回天新材 深证A股 创业板  htxc
300042 朗科科技 深证A股 创业板  lkkj
300043 互动娱乐 深证A股 创业板  hdyl
300044 赛为智能 深证A股 创业板  swzn
300045 华力创通 深证A股 创业板  hlct
300046 台基股份 深证A股 创业板  tjgf
300047 天源迪科 深证A股 创业板  tydk
300048 合康变频 深证A股 创业板  hkbp
300049 福瑞股份 深证A股 创业板  frgf
300050 世纪鼎利 深证A股 创业板  sjdl
300051 三五互联 深证A股 创业板  swhl
300052 中青宝 深证A股 创业板  zqb
300053 欧比特 深证A股 创业板  obt
300054 鼎龙股份 深证A股 创业板  dlgf
300055 万邦达 深证A股 创业板  wbd
300056 三维丝 深证A股 创业板  sws
300057 万顺股份 深证A股 创业板  wsgf
300058 蓝色光标 深证A股 创业板  lsgb
300059 东方财富 深证A股 创业板  dfcf
300061 康耐特 深证A股 创业板  knt
300062 中能电气 深证A股 创业板  zndq
300063 天龙集团 深证A股 创业板  tljt
300064 豫金刚石 深证A股 创业板  yjgs
300065 海兰信 深证A股 创业板  hlx
300066 三川智慧 深证A股 创业板  sczh
300067 安诺其 深证A股 创业板  anq
300068 南都电源 深证A股 创业板  nddy
300069 金利华电 深证A股 创业板  jlhd
300070 碧水源 深证A股 创业板  bsy
300071 华谊嘉信 深证A股 创业板  hyjx
300072 三聚环保 深证A股 创业板  sjhb
300073 当升科技 深证A股 创业板  dskj
300074 华平股份 深证A股 创业板  hpgf
300075 数字政通 深证A股 创业板  szzt
300076 GQY视讯 深证A股 创业板  GQYsx
300077 国民技术 深证A股 创业板  gmjz
300078 思创医惠 深证A股 创业板  scyh
300079 数码视讯 深证A股 创业板  smsx
300080 易成新能 深证A股 创业板  ycxn
300081 恒信移动 深证A股 创业板  hxyd
300082 奥克股份 深证A股 创业板  akgf
300083 劲胜精密 深证A股 创业板  jsjm
300084 海默科技 深证A股 创业板  hmkj
300085 银之杰 深证A股 创业板  yzj
300086 康芝药业 深证A股 创业板  kzyy
300087 荃银高科 深证A股 创业板  qygk
300088 长信科技 深证A股 创业板  cxkj
300089 文化长城 深证A股 创业板  whcc
300090 盛运环保 深证A股 创业板  syhb
300091 金通灵 深证A股 创业板  jtl
300092 科新机电 深证A股 创业板  kxjd
300093 金刚玻璃 深证A股 创业板  jgbl
300094 国联水产 深证A股 创业板  glsc
300095 华伍股份 深证A股 创业板  hwgf
300096 易联众 深证A股 创业板  ylz
300097 智云股份 深证A股 创业板  zygf
300098 高新兴 深证A股 创业板  gxx
300099 尤洛卡 深证A股 创业板  ylq
300100 双林股份 深证A股 创业板  slgf
300101 振芯科技 深证A股 创业板  zxkj
300102 乾照光电 深证A股 创业板  gzgd
300103 达刚路机 深证A股 创业板  dglj
300104 乐视网 深证A股 创业板  lsw
300105 龙源技术 深证A股 创业板  lyjz
300106 西部牧业 深证A股 创业板  xbmy
300107 建新股份 深证A股 创业板  jxgf
300108 双龙股份 深证A股 创业板  slgf
300109 新开源 深证A股 创业板  xky
300110 华仁药业 深证A股 创业板  hryy
300111 向日葵 深证A股 创业板  xrk
300112 万讯自控 深证A股 创业板  wxzk
300113 顺网科技 深证A股 创业板  swkj
300114 中航电测 深证A股 创业板  zhdc
300115 长盈精密 深证A股 创业板  cyjm
300116 坚瑞消防 深证A股 创业板  jrxf
300117 嘉寓股份 深证A股 创业板  jygf
300118 东方日升 深证A股 创业板  dfrs
300119 瑞普生物 深证A股 创业板  rpsw
300120 经纬电材 深证A股 创业板  jwdc
300121 阳谷华泰 深证A股 创业板  yght
300122 智飞生物 深证A股 创业板  zfsw
300123 太阳鸟 深证A股 创业板  tyn
300124 汇川技术 深证A股 创业板  hcjz
300125 易世达 深证A股 创业板  ysd
300126 锐奇股份 深证A股 创业板  rqgf
300127 银河磁体 深证A股 创业板  yhct
300128 锦富新材 深证A股 创业板  jfxc
300129 泰胜风能 深证A股 创业板  tsfn
300130 新国都 深证A股 创业板  xgd
300131 英唐智控 深证A股 创业板  ytzk
300132 青松股份 深证A股 创业板  qsgf
300133 华策影视 深证A股 创业板  hcys
300134 大富科技 深证A股 创业板  dfkj
300135 宝利国际 深证A股 创业板  blgj
300136 信维通信 深证A股 创业板  xwtx
300137 先河环保 深证A股 创业板  xhhb
300138 晨光生物 深证A股 创业板  cgsw
300139 晓程科技 深证A股 创业板  xckj
300140 启源装备 深证A股 创业板  qyzb
300141 和顺电气 深证A股 创业板  hsdq
300142 沃森生物 深证A股 创业板  wssw
300143 星河生物 深证A股 创业板  xhsw
300144 宋城演艺 深证A股 创业板  scyy
300145 中金环境 深证A股 创业板  zjhj
300146 汤臣倍健 深证A股 创业板  tcbj
300147 香雪制药 深证A股 创业板  xxzy
300148 天舟文化 深证A股 创业板  tzwh
300149 量子高科 深证A股 创业板  lzgk
300150 世纪瑞尔 深证A股 创业板  sjre
300151 昌红科技 深证A股 创业板  chkj
300152 科融环境 深证A股 创业板  krhj
300153 科泰电源 深证A股 创业板  ktdy
300154 瑞凌股份 深证A股 创业板  rlgf
300155 安居宝 深证A股 创业板  ajb
300156 神雾环保 深证A股 创业板  swhb
300157 恒泰艾普 深证A股 创业板  htap
300158 振东制药 深证A股 创业板  zdzy
300159 新研股份 深证A股 创业板  xygf
300160 秀强股份 深证A股 创业板  xqgf
300161 华中数控 深证A股 创业板  hzsk
300162 雷曼股份 深证A股 创业板  lmgf
300163 先锋新材 深证A股 创业板  xfxc
300164 通源石油 深证A股 创业板  tysy
300165 天瑞仪器 深证A股 创业板  tryq
300166 东方国信 深证A股 创业板  dfgx
300167 迪威视讯 深证A股 创业板  dwsx
300168 万达信息 深证A股 创业板  wdxx
300169 天晟新材 深证A股 创业板  tsxc
300170 汉得信息 深证A股 创业板  hdxx
300171 东富龙 深证A股 创业板  dfl
300172 中电环保 深证A股 创业板  zdhb
300173 智慧松德 深证A股 创业板  zhsd
300174 元力股份 深证A股 创业板  ylgf
300175 朗源股份 深证A股 创业板  lygf
300176 鸿特精密 深证A股 创业板  htjm
300177 中海达 深证A股 创业板  zhd
300178 腾邦国际 深证A股 创业板  tbgj
300179 四方达 深证A股 创业板  sfd
300180 华峰超纤 深证A股 创业板  hfcx
300181 佐力药业 深证A股 创业板  zlyy
300182 捷成股份 深证A股 创业板  jcgf
300183 东软载波 深证A股 创业板  drzb
300184 力源信息 深证A股 创业板  lyxx
300185 通裕重工 深证A股 创业板  tyzg
300186 大华农 深证A股 创业板  dhn
300187 永清环保 深证A股 创业板  yqhb
300188 美亚柏科 深证A股 创业板  mybk
300189 神农基因 深证A股 创业板  snjy
300190 维尔利 深证A股 创业板  wel
300191 潜能恒信 深证A股 创业板  qnhx
300192 科斯伍德 深证A股 创业板  kswd
300193 佳士科技 深证A股 创业板  jskj
300194 福安药业 深证A股 创业板  fayy
300195 长荣股份 深证A股 创业板  crgf
300196 长海股份 深证A股 创业板  chgf
300197 铁汉生态 深证A股 创业板  thst
300198 纳川股份 深证A股 创业板  ncgf
300199 翰宇药业 深证A股 创业板  hyyy
300200 高盟新材 深证A股 创业板  gmxc
300201 海伦哲 深证A股 创业板  hlz
300202 聚龙股份 深证A股 创业板  jlgf
300203 聚光科技 深证A股 创业板  jgkj
300204 舒泰神 深证A股 创业板  sts
300205 天喻信息 深证A股 创业板  tyxx
300206 理邦仪器 深证A股 创业板  lbyq
300207 欣旺达 深证A股 创业板  xwd
300208 恒顺众昇 深证A股 创业板  hszs
300209 天泽信息 深证A股 创业板  tzxx
300210 森远股份 深证A股 创业板  sygf
300211 亿通科技 深证A股 创业板  ytkj
300212 易华录 深证A股 创业板  yhl
300213 佳讯飞鸿 深证A股 创业板  jxfh
300214 日科化学 深证A股 创业板  rkhx
300215 电科院 深证A股 创业板  dky
300216 千山药机 深证A股 创业板  qsyj
300217 东方电热 深证A股 创业板  dfdr
300218 安利股份 深证A股 创业板  algf
300219 鸿利光电 深证A股 创业板  hlgd
300220 金运激光 深证A股 创业板  jyjg
300221 银禧科技 深证A股 创业板  yxkj
300222 科大智能 深证A股 创业板  kdzn
300223 北京君正 深证A股 创业板  bjjz
300224 正海磁材 深证A股 创业板  zhcc
300225 金力泰 深证A股 创业板  jlt
300226 上海钢联 深证A股 创业板  shgl
300227 光韵达 深证A股 创业板  gyd
300228 富瑞特装 深证A股 创业板  frtz
300229 拓尔思 深证A股 创业板  tes
300230 永利股份 深证A股 创业板  ylgf
300231 银信科技 深证A股 创业板  yxkj
300232 洲明科技 深证A股 创业板  zmkj
300233 金城医药 深证A股 创业板  jcyy
300234 开尔新材 深证A股 创业板  kexc
300235 方直科技 深证A股 创业板  fzkj
300236 上海新阳 深证A股 创业板  shxy
300237 美晨科技 深证A股 创业板  mckj
300238 冠昊生物 深证A股 创业板  ghsw
300239 东宝生物 深证A股 创业板  dbsw
300240 飞力达 深证A股 创业板  fld
300241 瑞丰光电 深证A股 创业板  rfgd
300242 明家联合 深证A股 创业板  mjlh
300243 瑞丰高材 深证A股 创业板  rfgc
300244 迪安诊断 深证A股 创业板  dazd
300245 天玑科技 深证A股 创业板  tjkj
300246 宝莱特 深证A股 创业板  blt
300247 乐金健康 深证A股 创业板  ljjk
300248 新开普 深证A股 创业板  xkp
300249 依米康 深证A股 创业板  ymk
300250 初灵信息 深证A股 创业板  clxx
300251 光线传媒 深证A股 创业板  gxcm
300252 金信诺 深证A股 创业板  jxn
300253 卫宁健康 深证A股 创业板  wnjk
